contract_id;age;gender;children;profession;customer_type;multiple_cars;driving_licence_years;car_category;annual_kilometers;gearbox;fuel;claim
1300;67;Woman;4 and more;Independant;Agency;Yes;12;SUV;34510;Automatic;Diesel;No
1301;56;Man;1;Private Sector - Employee;Agency;No;3;SUV;30779;Manual;Diesel;No
1302;49;Woman;4 and more;Public Sector - Manager;Agency;No;15;SUV;20550;Automatic;Petrol;No
1306;48;Woman;4 and more;Public Sector - Employee;Agency;No;18;Sport;34712;Automatic;Petrol;No
1309;18;Woman;0;Private Sector - Manager;Agency;Yes;0;Sedan;36953;Automatic;Petrol;No
1310;50;Man;1;Independant;Agency;No;20;SUV;20234;Automatic;Diesel;No
1311;57;Woman;1;Private Sector - Employee;Agency;No;5;Sedan;38482;Automatic;Diesel;No
1312;26;Man;2;Private Sector - Manager;Agency;Yes;8;Sedan;38984;Automatic;Diesel;No
1313;21;Woman;0;Private Sector - Director;Agency;No;3;Sport;18461;Automatic;Diesel;No
1315;18;Man;4 and more;Student;On-line;No;0;SUV;50345;Manual;Petrol;No
1316;73;Woman;4 and more;Retired;Agency;No;5;Sedan;24032;Manual;Diesel;No
1318;78;Man;4 and more;Independant;Agency;No;18;SUV;38204;Automatic;Petrol;No
1319;41;Woman;2;Private Sector - Employee;Agency;No;5;Sport;21985;Automatic;Petrol;No
1320;44;Woman;1;Independant;Agency;No;4;Sedan;26463;Automatic;Diesel;No
1321;58;Woman;1;Independant;Agency;No;22;Sport;22352;Automatic;Petrol;No
1323;43;Woman;4 and more;Unemployed;Agency;Yes;6;Sedan;31260;Automatic;Petrol;No
1324;19;Man;1;Public Sector - Director;Agency;Yes;1;SUV;19308;Automatic;Petrol;No
1325;35;Man;0;Independant;On-line;Yes;6;SUV;33782;Automatic;Diesel;No
1326;39;Man;4 and more;Private Sector - Manager;Agency;Yes;15;Sedan;33812;Automatic;Diesel;No
1329;52;Man;1;Student;On-line;Yes;15;Sport;17494;Automatic;Petrol;No
1331;36;Woman;4 and more;Government;Agency;Yes;12;Sedan;26389;Automatic;Diesel;No
1333;26;Woman;3;Private Sector - Manager;Agency;Yes;4;SUV;14059;Automatic;Petrol;No
1334;70;Man;4 and more;Private Sector - Manager;On-line;Yes;18;Sport;22199;Automatic;Diesel;No
1336;37;Man;0;Independant;Agency;Yes;16;Sedan;26431;Automatic;Diesel;No
1337;73;Man;2;Public Sector - Employee;On-line;No;7;Sedan;27992;Manual;Petrol;No
1338;21;Man;1;Independant;Agency;Yes;3;SUV;23462;Automatic;Petrol;No
1339;50;Man;4 and more;Private Sector - Director;Agency;Yes;11;Sport;28179;Manual;Diesel;No
1341;20;Woman;4 and more;Unemployed;Agency;No;2;Sedan;25581;Automatic;Diesel;No
1342;48;Woman;0;Retired;Agency;Yes;8;SUV;25881;Automatic;Petrol;No
1343;43;Woman;2;Independant;Agency;No;9;Sedan;24686;Automatic;Diesel;No
1344;38;Woman;4 and more;Retired;On-line;Yes;16;Sedan;22640;Automatic;Diesel;No
1346;45;Woman;1;Public Sector - Employee;Agency;No;4;SUV;28657;Automatic;Diesel;No
1347;66;Woman;0;Retired;On-line;Yes;14;SUV;22124;Automatic;Diesel;No
1348;69;Woman;2;Public Sector - Employee;Agency;No;21;Sport;18021;Automatic;Diesel;No
1349;35;Woman;0;Independant;Agency;No;17;Sport;22052;Manual;Petrol;No
1351;74;Man;4 and more;Public Sector - Employee;On-line;No;7;Sport;24534;Manual;Petrol;No
1352;24;Woman;0;Independant;On-line;No;6;Sedan;19480;Automatic;Petrol;No
1353;28;Woman;1;Public Sector - Director;Agency;No;6;Sport;21505;Automatic;Diesel;No
1354;50;Woman;4 and more;Government;On-line;Yes;5;Sport;27020;Automatic;Petrol;No
1357;18;Woman;1;Retired;Agency;No;0;Sport;39374;Manual;Diesel;No
1358;21;Man;1;Independant;On-line;No;3;Sport;17568;Automatic;Diesel;No
1359;52;Woman;2;Public Sector - Employee;On-line;No;19;Sedan;21443;Automatic;Petrol;No
1360;24;Man;4 and more;Public Sector - Manager;Agency;Yes;6;Sedan;13711;Automatic;Diesel;No
1361;48;Man;2;Independant;Agency;No;3;SUV;35930;Automatic;Diesel;No
1362;72;Woman;1;Public Sector - Manager;Agency;Yes;13;SUV;19913;Automatic;Diesel;No
1363;23;Man;0;Public Sector - Director;Agency;Yes;5;SUV;16209;Automatic;Petrol;No
1364;40;Man;1;Independant;On-line;No;12;Sport;18934;Manual;Diesel;No
1365;19;Woman;2;Unemployed;Agency;Yes;1;Sedan;21358;Automatic;Petrol;No
1366;66;Man;4 and more;Student;On-line;No;19;Sport;17000;Automatic;Diesel;No
1367;48;Woman;2;Independant;Agency;Yes;19;SUV;17132;Automatic;Diesel;No
1368;27;Woman;1;Independant;Agency;No;8;Sport;15577;Manual;Diesel;Yes
1369;53;Woman;0;Public Sector - Director;On-line;No;20;Sport;15483;Automatic;Diesel;No
1371;49;Woman;1;Private Sector - Director;Agency;No;8;Sport;19751;Automatic;Diesel;No
1373;70;Man;4 and more;Independant;Agency;No;17;Sport;43131;Manual;Petrol;No
1375;39;Woman;2;Independant;Agency;No;12;Sedan;19856;Automatic;Diesel;No
1376;58;Man;2;Private Sector - Manager;On-line;Yes;6;Sport;23515;Manual;Diesel;No
1377;40;Woman;1;Independant;Agency;Yes;7;Sedan;29537;Manual;Diesel;No
1378;20;Man;0;Public Sector - Manager;Agency;No;2;Sport;29694;Manual;Diesel;No
1379;22;Woman;1;Retired;Agency;No;4;SUV;14901;Automatic;Petrol;No
1380;52;Woman;4 and more;Independant;Agency;Yes;6;SUV;19233;Automatic;Diesel;No
1381;24;Woman;2;Independant;On-line;No;6;Sedan;43652;Automatic;Diesel;No
1382;20;Woman;2;Retired;Agency;No;2;Sedan;15060;Manual;Petrol;No
1383;40;Man;4 and more;Independant;On-line;No;22;SUV;25898;Automatic;Petrol;No
1384;40;Woman;4 and more;Retired;Agency;Yes;7;Sedan;29566;Automatic;Petrol;No
1385;57;Woman;2;Retired;Agency;No;7;Sport;24723;Manual;Diesel;No
1386;37;Man;4 and more;Private Sector - Employee;Agency;No;19;Sedan;28242;Automatic;Diesel;No
1387;74;Man;2;Private Sector - Employee;On-line;No;7;Sedan;32576;Manual;Diesel;No
1388;45;Woman;3;Private Sector - Employee;Agency;Yes;13;Sedan;31138;Manual;Diesel;No
1389;38;Man;2;Public Sector - Manager;Agency;Yes;15;Sport;30065;Automatic;Diesel;Yes
1391;39;Man;1;Public Sector - Director;On-line;Yes;19;Sport;19261;Manual;Diesel;No
1392;66;Man;2;Unemployed;On-line;No;9;Sport;45173;Automatic;Petrol;No
1393;50;Man;3;Public Sector - Employee;On-line;Yes;12;Sport;23370;Automatic;Diesel;No
1394;55;Woman;4 and more;Public Sector - Employee;Agency;Yes;7;Sedan;16385;Automatic;Petrol;No
1395;36;Woman;4 and more;Independant;Agency;No;14;SUV;31998;Automatic;Diesel;No
1396;28;Man;4 and more;Public Sector - Director;Agency;No;4;Sport;28590;Automatic;Petrol;No
1397;71;Man;1;Independant;On-line;No;16;SUV;19316;Manual;Petrol;No
1398;69;Woman;2;Public Sector - Manager;On-line;No;13;Sedan;34609;Automatic;Diesel;No
1399;46;Woman;4 and more;Government;On-line;Yes;8;SUV;41621;Automatic;Diesel;No
1401;26;Man;1;Private Sector - Employee;Agency;Yes;8;Sport;20649;Automatic;Petrol;No
1402;48;Man;2;Student;On-line;No;18;SUV;40728;Automatic;Diesel;No
1403;22;Woman;4 and more;Independant;Agency;No;4;SUV;26208;Automatic;Petrol;No
1404;27;Woman;3;Private Sector - Employee;On-line;No;9;SUV;10112;Manual;Petrol;No
1406;18;Woman;1;Private Sector - Employee;On-line;Yes;0;Sedan;25147;Automatic;Diesel;No
1408;22;Man;2;Public Sector - Manager;Agency;No;3;Sedan;20655;Manual;Diesel;No
1409;56;Woman;2;Retired;On-line;Yes;3;Sport;16831;Manual;Diesel;No
1410;22;Man;1;Private Sector - Manager;Agency;No;4;SUV;22364;Manual;Diesel;No
1411;23;Man;2;Independant;Agency;No;5;Sport;11145;Automatic;Petrol;No
1412;21;Man;4 and more;Public Sector - Manager;Agency;No;3;SUV;18592;Manual;Petrol;No
1414;64;Man;4 and more;Public Sector - Manager;Agency;No;9;Sedan;36168;Automatic;Petrol;No
1415;54;Woman;3;Retired;Agency;No;16;Sedan;13107;Automatic;Diesel;No
1416;54;Woman;4 and more;Independant;Agency;Yes;15;SUV;26594;Automatic;Diesel;No
1417;23;Man;0;Student;Agency;No;5;SUV;33361;Manual;Diesel;No
1418;39;Man;4 and more;Student;On-line;No;6;Sedan;30363;Automatic;Petrol;No
1419;80;Woman;0;Independant;Agency;No;14;Sport;12758;Manual;Diesel;No
1420;18;Man;1;Independant;On-line;Yes;0;SUV;25696;Automatic;Petrol;No
1421;54;Man;1;Unemployed;Agency;Yes;19;Sedan;26585;Automatic;Diesel;Yes
1422;20;Man;0;Independant;On-line;No;2;Sport;27237;Manual;Diesel;No
1423;30;Man;1;Student;On-line;Yes;4;Sedan;12086;Manual;Diesel;No
1425;66;Woman;3;Public Sector - Manager;Agency;No;17;Sport;29523;Automatic;Petrol;No
1426;56;Man;4 and more;Retired;On-line;No;11;Sedan;31351;Automatic;Diesel;No
1427;55;Woman;2;Private Sector - Employee;Agency;No;19;SUV;40165;Manual;Petrol;No
1428;54;Woman;2;Private Sector - Manager;On-line;Yes;8;SUV;27330;Automatic;Diesel;No
1429;75;Woman;0;Private Sector - Manager;Agency;No;21;Sedan;16756;Automatic;Diesel;No
1430;42;Woman;1;Public Sector - Director;Agency;No;19;SUV;38904;Automatic;Diesel;No
1432;29;Man;4 and more;Private Sector - Manager;Agency;Yes;4;SUV;21681;Automatic;Diesel;No
1433;80;Man;1;Public Sector - Employee;Agency;Yes;4;SUV;16982;Manual;Diesel;No
1434;29;Man;4 and more;Government;On-line;No;11;SUV;31531;Manual;Diesel;No
1435;42;Woman;2;Government;On-line;Yes;11;SUV;49017;Automatic;Diesel;No
1436;19;Woman;2;Student;Agency;Yes;1;Sedan;28990;Manual;Diesel;No
1438;55;Woman;4 and more;Independant;On-line;No;18;Sport;17364;Automatic;Diesel;No
1439;55;Woman;0;Government;Agency;No;9;Sedan;31100;Manual;Petrol;No
1440;55;Woman;0;Private Sector - Employee;Agency;No;22;Sedan;28088;Manual;Diesel;No
1441;38;Man;3;Private Sector - Employee;On-line;Yes;14;Sport;41530;Manual;Diesel;No
1443;25;Woman;2;Public Sector - Employee;On-line;Yes;6;Sport;19848;Automatic;Diesel;No
1444;79;Woman;2;Independant;On-line;Yes;8;SUV;17641;Automatic;Petrol;No
1447;57;Man;0;Independant;On-line;Yes;16;Sedan;33362;Automatic;Diesel;No
1448;48;Man;3;Retired;Agency;Yes;22;Sport;20431;Manual;Petrol;No
1449;54;Woman;0;Government;Agency;No;5;SUV;44916;Automatic;Petrol;No
1450;46;Man;1;Public Sector - Employee;Agency;Yes;3;SUV;29598;Automatic;Diesel;No
1453;49;Woman;1;Independant;On-line;No;17;SUV;30566;Automatic;Diesel;No
1455;26;Man;2;Public Sector - Employee;On-line;Yes;8;SUV;19874;Manual;Diesel;No
1456;80;Woman;4 and more;Public Sector - Employee;On-line;Yes;14;Sport;31620;Automatic;Petrol;No
1457;24;Man;1;Retired;Agency;No;6;SUV;20908;Automatic;Diesel;No
1458;46;Man;2;Independant;On-line;No;21;Sport;17242;Manual;Diesel;No
1459;26;Woman;4 and more;Independant;Agency;No;8;SUV;32596;Manual;Diesel;No
1460;50;Woman;1;Private Sector - Director;Agency;Yes;13;SUV;25782;Automatic;Petrol;No
1463;50;Woman;4 and more;Retired;Agency;No;11;Sport;42076;Automatic;Diesel;No
1464;68;Woman;0;Private Sector - Employee;Agency;No;10;Sport;15979;Automatic;Diesel;No
1465;22;Man;4 and more;Public Sector - Employee;Agency;No;4;Sport;26133;Automatic;Diesel;No
1466;63;Man;4 and more;Public Sector - Manager;On-line;No;20;SUV;14301;Automatic;Petrol;No
1467;43;Woman;4 and more;Public Sector - Employee;Agency;No;11;SUV;47702;Manual;Diesel;No
1468;18;Woman;4 and more;Independant;Agency;No;0;Sport;36479;Automatic;Petrol;No
1469;38;Man;2;Public Sector - Manager;Agency;No;6;Sport;15704;Automatic;Diesel;Yes
1470;85;Man;1;Private Sector - Manager;On-line;Yes;13;Sedan;21720;Manual;Diesel;No
1471;25;Man;2;Retired;Agency;No;4;SUV;19202;Automatic;Diesel;No
1472;30;Woman;1;Retired;Agency;No;12;SUV;39440;Automatic;Diesel;No
1473;56;Woman;1;Public Sector - Manager;Agency;Yes;22;SUV;20095;Automatic;Petrol;No
1474;63;Man;2;Retired;Agency;Yes;17;Sedan;40370;Manual;Petrol;No
1476;18;Woman;2;Government;Agency;No;0;Sport;25888;Automatic;Diesel;No
1477;37;Man;1;Private Sector - Director;Agency;Yes;3;Sedan;22197;Automatic;Petrol;No
1478;26;Woman;1;Public Sector - Manager;Agency;No;8;SUV;30086;Automatic;Diesel;No
1480;79;Woman;0;Independant;Agency;No;7;SUV;23225;Automatic;Diesel;Yes
1481;25;Man;3;Retired;On-line;No;7;Sport;38438;Automatic;Diesel;No
1482;34;Woman;4 and more;Private Sector - Employee;Agency;No;6;Sport;28900;Automatic;Diesel;No
1483;40;Man;0;Unemployed;Agency;Yes;11;Sedan;24566;Manual;Diesel;No
1484;64;Man;1;Public Sector - Manager;On-line;Yes;20;Sport;14978;Automatic;Petrol;No
1485;37;Man;2;Independant;On-line;Yes;11;Sport;27126;Automatic;Petrol;No
1486;80;Man;4 and more;Public Sector - Employee;Agency;No;13;Sport;24486;Manual;Diesel;No
1487;55;Woman;4 and more;Government;Agency;Yes;20;Sport;29786;Automatic;Petrol;No
1488;46;Woman;2;Private Sector - Director;Agency;No;9;Sport;38823;Manual;Diesel;No
1489;74;Woman;4 and more;Private Sector - Manager;On-line;No;7;Sport;17423;Automatic;Diesel;No
1490;19;Man;1;Private Sector - Manager;Agency;No;1;SUV;15442;Manual;Petrol;No
1491;48;Man;1;Public Sector - Employee;On-line;Yes;15;Sedan;11266;Automatic;Diesel;No
1493;26;Woman;3;Private Sector - Director;Agency;Yes;7;SUV;36249;Automatic;Petrol;No
1494;50;Man;0;Public Sector - Employee;Agency;No;6;SUV;29379;Automatic;Diesel;No
1495;39;Woman;0;Retired;Agency;Yes;6;Sedan;18210;Manual;Petrol;No
1496;54;Man;0;Private Sector - Manager;Agency;Yes;14;SUV;42342;Automatic;Diesel;No
1497;74;Man;4 and more;Independant;Agency;Yes;15;SUV;27815;Automatic;Diesel;No
1498;71;Woman;1;Government;On-line;No;3;Sedan;26188;Automatic;Diesel;No
1499;21;Woman;0;Unemployed;Agency;No;3;Sedan;28336;Automatic;Diesel;No
1502;44;Man;2;Private Sector - Director;Agency;No;6;Sedan;36443;Automatic;Petrol;No
1503;23;Man;4 and more;Unemployed;Agency;No;3;Sedan;17542;Manual;Diesel;No
1504;63;Woman;2;Private Sector - Director;Agency;No;14;SUV;20700;Automatic;Petrol;No
1505;41;Man;3;Retired;Agency;No;15;Sport;29343;Automatic;Diesel;No
1506;36;Man;4 and more;Independant;Agency;Yes;18;SUV;30874;Automatic;Petrol;No
1507;22;Man;4 and more;Public Sector - Manager;On-line;Yes;4;Sport;39343;Manual;Diesel;Yes
1508;73;Man;3;Public Sector - Employee;Agency;Yes;3;SUV;24342;Automatic;Diesel;No
1509;19;Woman;4 and more;Private Sector - Employee;On-line;Yes;1;SUV;28173;Automatic;Diesel;No
1510;55;Woman;0;Unemployed;On-line;Yes;14;SUV;29510;Automatic;Diesel;No
1511;38;Woman;2;Public Sector - Employee;Agency;Yes;14;Sport;27380;Automatic;Diesel;No
1512;74;Man;4 and more;Public Sector - Director;On-line;No;16;Sedan;15266;Automatic;Diesel;No
1514;36;Woman;2;Private Sector - Director;Agency;No;18;SUV;19929;Manual;Diesel;No
1515;18;Woman;4 and more;Independant;Agency;No;0;Sedan;40141;Automatic;Diesel;No
1516;48;Woman;2;Student;Agency;No;8;Sport;25841;Manual;Petrol;No
1517;53;Woman;1;Independant;On-line;No;17;Sport;21508;Automatic;Diesel;No
1518;49;Man;4 and more;Student;Agency;No;11;Sport;39938;Manual;Diesel;No
1519;26;Man;3;Independant;Agency;No;5;Sport;18074;Automatic;Petrol;No
1520;67;Man;2;Student;Agency;Yes;13;SUV;30073;Automatic;Diesel;No
1521;38;Man;2;Independant;Agency;No;14;Sedan;17202;Manual;Petrol;No
1522;32;Man;0;Public Sector - Manager;Agency;Yes;8;Sedan;31202;Manual;Diesel;No
1523;24;Man;4 and more;Private Sector - Director;Agency;Yes;6;Sport;28451;Automatic;Petrol;No
1524;37;Man;4 and more;Unemployed;On-line;No;19;SUV;21409;Manual;Diesel;No
1525;19;Man;4 and more;Private Sector - Employee;Agency;Yes;1;Sport;21287;Automatic;Petrol;No
1526;32;Man;0;Unemployed;Agency;No;8;SUV;22691;Automatic;Diesel;No
1527;74;Man;1;Public Sector - Manager;Agency;Yes;13;SUV;28259;Automatic;Petrol;No
1529;75;Man;1;Student;On-line;No;15;SUV;33822;Automatic;Diesel;No
1530;25;Woman;2;Unemployed;Agency;No;7;Sport;29383;Automatic;Diesel;No
1531;71;Man;2;Independant;Agency;No;8;SUV;24104;Automatic;Diesel;No
1532;52;Woman;1;Independant;Agency;No;19;SUV;24962;Automatic;Petrol;No
1533;67;Woman;4 and more;Independant;On-line;No;20;Sedan;20264;Manual;Diesel;No
1534;36;Woman;2;Unemployed;Agency;Yes;18;SUV;26564;Automatic;Petrol;No
1535;28;Man;2;Independant;On-line;No;10;SUV;33308;Automatic;Diesel;No
1536;48;Man;1;Private Sector - Employee;Agency;No;20;SUV;29601;Manual;Diesel;No
1539;45;Man;1;Retired;Agency;No;20;Sport;24393;Automatic;Petrol;No
1540;25;Man;2;Public Sector - Director;Agency;No;7;Sport;22444;Automatic;Diesel;No
1542;24;Man;2;Public Sector - Employee;Agency;Yes;6;Sport;8456;Automatic;Diesel;No
1543;35;Woman;1;Independant;On-line;No;3;Sport;25099;Automatic;Petrol;No
1544;51;Man;4 and more;Private Sector - Manager;Agency;No;19;Sport;22956;Automatic;Diesel;Yes
1545;66;Woman;1;Unemployed;Agency;Yes;3;Sedan;21005;Automatic;Diesel;No
1546;35;Woman;4 and more;Public Sector - Director;On-line;No;17;Sedan;20145;Manual;Diesel;No
1547;37;Man;1;Government;On-line;No;12;SUV;39199;Automatic;Diesel;No
1548;39;Woman;1;Private Sector - Manager;Agency;No;19;Sedan;23033;Automatic;Diesel;No
1551;20;Man;4 and more;Retired;Agency;Yes;2;SUV;34091;Manual;Diesel;No
1552;22;Man;2;Public Sector - Director;Agency;No;4;Sport;21047;Automatic;Diesel;No
1553;47;Woman;4 and more;Public Sector - Director;On-line;Yes;6;SUV;31289;Automatic;Petrol;No
1554;42;Man;2;Private Sector - Employee;On-line;No;21;SUV;32422;Automatic;Petrol;No
1555;73;Woman;0;Student;Agency;No;6;Sedan;18514;Automatic;Diesel;No
1556;37;Woman;4 and more;Public Sector - Employee;On-line;No;13;Sport;15642;Automatic;Diesel;Yes
1557;39;Man;4 and more;Private Sector - Manager;Agency;No;19;Sedan;24339;Automatic;Diesel;No
1558;30;Man;0;Private Sector - Director;On-line;No;3;Sedan;32346;Manual;Petrol;No
1559;32;Man;4 and more;Public Sector - Director;Agency;Yes;4;SUV;31213;Automatic;Diesel;No
1561;33;Man;0;Independant;On-line;Yes;3;Sport;15823;Automatic;Petrol;No
1562;43;Woman;4 and more;Public Sector - Manager;Agency;No;20;Sport;27881;Automatic;Petrol;No
1564;51;Man;3;Public Sector - Manager;Agency;Yes;6;Sedan;25001;Automatic;Diesel;No
1565;63;Woman;0;Public Sector - Employee;Agency;Yes;5;SUV;38977;Manual;Petrol;No
1566;47;Woman;2;Student;Agency;No;14;SUV;22053;Manual;Petrol;No
1567;21;Man;0;Public Sector - Director;On-line;No;3;Sedan;27514;Automatic;Diesel;No
1569;55;Man;0;Unemployed;Agency;No;3;Sedan;26927;Automatic;Petrol;No
1570;80;Man;0;Public Sector - Director;Agency;Yes;3;SUV;18676;Automatic;Petrol;No
1571;20;Woman;0;Student;Agency;No;2;SUV;19132;Automatic;Diesel;No
1572;19;Man;0;Independant;Agency;Yes;1;SUV;21717;Automatic;Diesel;No
1573;48;Woman;4 and more;Retired;Agency;Yes;17;Sedan;21173;Automatic;Diesel;No
1575;41;Woman;4 and more;Public Sector - Director;Agency;Yes;18;Sedan;20875;Manual;Diesel;No
1576;56;Woman;4 and more;Private Sector - Employee;On-line;Yes;21;Sport;40660;Manual;Diesel;No
1578;41;Man;4 and more;Public Sector - Manager;On-line;No;13;Sport;22901;Automatic;Diesel;No
1579;45;Man;1;Public Sector - Director;Agency;No;7;Sport;15634;Manual;Diesel;No
1580;31;Man;2;Government;Agency;No;13;Sedan;33359;Automatic;Diesel;Yes
1581;19;Woman;2;Public Sector - Director;Agency;No;1;Sedan;43162;Automatic;Diesel;No
1582;43;Woman;2;Student;On-line;No;17;Sedan;11531;Automatic;Diesel;No
