Scenario	nLines	nTechs1	nTechs2	nTechs3	nTechs123	nSalesmen	Cost	Rejected
Base case	26	0	0	0	0	0	20083.10733233164	0.12297297297297298
Base case	26	0	0	0	0	0	20444.533482576	0.09831460674157304
Base case	26	0	0	0	0	0	22553.13557928708	0.14602346805736635
Base case	26	0	0	0	0	0	20494.724889000896	0.13386880856760375
Base case	26	0	0	0	0	0	23419.9636770751	0.10647482014388489
Base case	26	0	0	0	0	0	25208.076582172085	0.1987179487179487
Base case	26	0	0	0	0	0	22672.336612045645	0.1224764468371467
Base case	26	0	0	0	0	0	20713.428009830837	0.1581769436997319
Base case	26	0	0	0	0	0	21246.76590525824	0.16688396349413298
Base case	26	0	0	0	0	0	23904.530378993655	0.11702127659574468
Base case	26	0	0	0	0	0	20762.8171134648	0.12350597609561753
Base case	26	0	0	0	0	0	20655.204873864626	0.06983655274888559
Base case	26	0	0	0	0	0	21968.053612145075	0.10310734463276836
Base case	26	0	0	0	0	0	20591.101916182357	0.11988716502115655
Base case	26	0	0	0	0	0	23350.2492233582	0.10526315789473684
Base case	26	0	0	0	0	0	20277.20294854385	0.10028653295128939
Base case	26	0	0	0	0	0	21844.794957229577	0.11871508379888268
Base case	26	0	0	0	0	0	25220.14494521956	0.09012875536480687
Base case	26	0	0	0	0	0	24219.48357793102	0.09015256588072122
Base case	26	0	0	0	0	0	23046.831105058132	0.09646739130434782
Base case	26	0	0	0	0	0	19415.61178041976	0.10885341074020319
Base case	26	0	0	0	0	0	22077.705531182797	0.1017191977077364
Base case	26	0	0	0	0	0	20610.60327152813	0.10694444444444444
Base case	26	0	0	0	0	0	23752.16038032089	0.10703812316715543
Base case	26	0	0	0	0	0	22613.534843028276	0.125
Base case	26	0	0	0	0	0	20305.066774695144	0.14051841746248295
Base case	26	0	0	0	0	0	24256.330344330745	0.15762273901808785
Base case	26	0	0	0	0	0	23459.34785812465	0.14266666666666666
Base case	26	0	0	0	0	0	20850.12667050625	0.08022922636103152
Base case	26	0	0	0	0	0	23636.361431788246	0.09623430962343096
Base case	26	0	0	0	0	0	21579.382183581	0.08050847457627118
Base case	26	0	0	0	0	0	21081.98581750184	0.0997229916897507
Base case	26	0	0	0	0	0	21038.494251946184	0.08016877637130802
Base case	26	0	0	0	0	0	19552.85732341573	0.10227272727272728
Base case	26	0	0	0	0	0	19233.23250078239	0.04824561403508772
Base case	26	0	0	0	0	0	19658.5789372883	0.10735294117647058
Base case	26	0	0	0	0	0	20377.590997604184	0.15374507227332457
Base case	26	0	0	0	0	0	24056.795302116043	0.17972972972972973
Base case	26	0	0	0	0	0	22281.861589646265	0.12516823687752354
Base case	26	0	0	0	0	0	20753.667411679275	0.13314840499306518
Base case	26	0	0	0	0	0	24340.34264330941	0.10775862068965517
Base case	26	0	0	0	0	0	21471.47156461115	0.09843081312410841
Base case	26	0	0	0	0	0	21774.7887147191	0.09845288326300984
Base case	26	0	0	0	0	0	19436.797595560198	0.08751793400286945
Base case	26	0	0	0	0	0	22082.955004252763	0.12616201859229748
Base case	26	0	0	0	0	0	23484.659432248125	0.13911845730027547
Base case	26	0	0	0	0	0	25595.02121906232	0.1522911051212938
Base case	26	0	0	0	0	0	20041.71578283003	0.056338028169014086
Base case	26	0	0	0	0	0	20149.314125097964	0.1477900552486188
Base case	26	0	0	0	0	0	23789.144088876506	0.14027777777777778
Base case	26	0	0	0	0	0	20134.305093587245	0.1278409090909091
Base case	26	0	0	0	0	0	19580.398603819274	0.09563994374120956
Base case	26	0	0	0	0	0	22775.938456922326	0.08862629246676514
Base case	26	0	0	0	0	0	22120.35223005223	0.10457516339869281
Base case	26	0	0	0	0	0	25281.737512323907	0.15405405405405406
Base case	26	0	0	0	0	0	21489.27790534192	0.08767123287671233
Base case	26	0	0	0	0	0	23082.737377978654	0.14323962516733602
Base case	26	0	0	0	0	0	23454.362596539988	0.1568877551020408
Base case	26	0	0	0	0	0	25091.057048251976	0.12987012987012986
Base case	26	0	0	0	0	0	27997.70156533418	0.15459610027855153
Base case	26	0	0	0	0	0	22313.0384114857	0.14614343707713126
Base case	26	0	0	0	0	0	20381.305659921112	0.08733624454148471
Base case	26	0	0	0	0	0	22602.203069643176	0.15404699738903394
Base case	26	0	0	0	0	0	26333.726076400955	0.11413043478260869
Base case	26	0	0	0	0	0	21469.165682667164	0.11684782608695653
Base case	26	0	0	0	0	0	20925.869450199498	0.10972222222222222
Base case	26	0	0	0	0	0	19272.921078948613	0.1274787535410765
Base case	26	0	0	0	0	0	24663.163807393652	0.13143631436314362
Base case	26	0	0	0	0	0	21566.653246540336	0.14588859416445624
Base case	26	0	0	0	0	0	19061.33609111695	0.07313432835820896
Base case	26	0	0	0	0	0	21013.58929323402	0.07173601147776183
Base case	26	0	0	0	0	0	20537.884659411604	0.09479305740987984
Base case	26	0	0	0	0	0	20682.18678186426	0.11764705882352941
Base case	26	0	0	0	0	0	21284.778983465476	0.08142857142857143
Base case	26	0	0	0	0	0	21964.771754236866	0.13031914893617022
Base case	26	0	0	0	0	0	21854.292040261487	0.1225071225071225
Base case	26	0	0	0	0	0	21413.468475130765	0.12658227848101267
Base case	26	0	0	0	0	0	24206.04817831324	0.09806629834254144
Base case	26	0	0	0	0	0	21005.830020979618	0.13013698630136986
Base case	26	0	0	0	0	0	26724.0942187249	0.13986928104575164
Base case	26	0	0	0	0	0	19527.304442635323	0.109375
Base case	26	0	0	0	0	0	21462.55809582585	0.1005586592178771
Base case	26	0	0	0	0	0	19644.714137811112	0.0951048951048951
Base case	26	0	0	0	0	0	19097.175268384497	0.04461538461538461
Base case	26	0	0	0	0	0	21219.250125624763	0.1
Base case	26	0	0	0	0	0	21738.06897933891	0.11228533685601057
Base case	26	0	0	0	0	0	19235.467981996833	0.08177905308464849
Base case	26	0	0	0	0	0	21456.346596119427	0.10080645161290322
Base case	26	0	0	0	0	0	24704.926233238868	0.12637362637362637
Base case	26	0	0	0	0	0	20009.185957761172	0.07350901525658807
Base case	26	0	0	0	0	0	19892.915201812473	0.1375515818431912
Base case	26	0	0	0	0	0	21132.401456401298	0.10612244897959183
Base case	26	0	0	0	0	0	24201.047061673795	0.10591471801925723
Base case	26	0	0	0	0	0	20385.15453360936	0.1115819209039548
Base case	26	0	0	0	0	0	23893.479517147483	0.11994609164420485
Base case	26	0	0	0	0	0	18917.972657611474	0.07300275482093664
Base case	26	0	0	0	0	0	28828.96338064927	0.2243839169909209
Base case	26	0	0	0	0	0	19585.768342210984	0.11265646731571627
Base case	26	0	0	0	0	0	25030.96728774008	0.13450292397660818
Base case	26	0	0	0	0	0	22518.133176022653	0.13055181695827725
Base case	26	0	0	0	0	0	25084.013679444084	0.11898016997167139
Base case	26	0	0	0	0	0	23679.512641602483	0.13025210084033614
Base case	26	0	0	0	0	0	23629.16157447586	0.1286472148541114
Base case	26	0	0	0	0	0	23270.188790844848	0.1103448275862069
Base case	26	0	0	0	0	0	21601.212459735885	0.125
Base case	26	0	0	0	0	0	22748.471245805216	0.10773480662983426
Base case	26	0	0	0	0	0	19820.948044973222	0.10183875530410184
Base case	26	0	0	0	0	0	21035.92740105182	0.0617816091954023
Base case	26	0	0	0	0	0	21160.46965526174	0.10014306151645208
Base case	26	0	0	0	0	0	22329.162281694116	0.13168724279835392
Base case	26	0	0	0	0	0	22033.379194721536	0.11234396671289876
Base case	26	0	0	0	0	0	19281.52623867318	0.08
Base case	26	0	0	0	0	0	22708.526986241028	0.08321775312066575
Base case	26	0	0	0	0	0	21381.666434276245	0.13089005235602094
Base case	26	0	0	0	0	0	22211.182349166316	0.1348464619492657
Base case	26	0	0	0	0	0	19503.415260712412	0.1262135922330097
Base case	26	0	0	0	0	0	23075.616478791224	0.1251646903820817
Base case	26	0	0	0	0	0	22369.568160287825	0.12048192771084337
Base case	26	0	0	0	0	0	24166.537749878007	0.10140845070422536
